Name,GamesPlayed,MinutesPlayed,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
Mo Williams,46,1418,0.5609756097560976,0.5609756097560976,0.5609756097560976,0.5609756097560976,0.5487804878048781,0.524390243902439,0.5,0.4878048780487805,0.43902439024390244,0.36585365853658536,0.25609756097560976,0.14634146341463414,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.0975609756097561,0.14634146341463414,0.21951219512195122,0.3170731707317073,0.4146341463414634,0.4878048780487805,0.524390243902439,0.524390243902439,0.4878048780487805,0.5365853658536586,0.5365853658536586,0.5365853658536586,0.5365853658536586,0.524390243902439,0.4878048780487805,0.4634146341463415,0.4634146341463415,0.4024390243902439,0.35365853658536583,0.23170731707317074,0.17073170731707318,0.04878048780487805,0.06097560975609756,0.07317073170731707,0.08536585365853659,0.15853658536585366,0.24390243902439024,0.2926829268292683,0.34146341463414637,0.3780487804878049,0.36585365853658536,0.35365853658536583,0.34146341463414637
Randy Foye,82,2249,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8536585365853658,0.7560975609756098,0.6463414634146342,0.524390243902439,0.4268292682926829,0.2926829268292683,0.17073170731707318,0.15853658536585366,0.15853658536585366,0.17073170731707318,0.1951219512195122,0.2682926829268293,0.3902439024390244,0.5121951219512195,0.6463414634146342,0.7195121951219512,0.7926829268292683,0.7926829268292683,0.8780487804878049,0.8780487804878049,0.8658536585365854,0.8536585365853658,0.8536585365853658,0.8292682926829268,0.7682926829268293,0.7195121951219512,0.6951219512195121,0.5975609756097561,0.524390243902439,0.43902439024390244,0.2682926829268293,0.23170731707317074,0.1951219512195122,0.2073170731707317,0.25609756097560976,0.34146341463414637,0.4146341463414634,0.4634146341463415,0.5,0.47560975609756095,0.45121951219512196,0.43902439024390244
Marvin Williams,73,1727,0.6219512195121951,0.6341463414634146,0.6341463414634146,0.6341463414634146,0.6341463414634146,0.6341463414634146,0.6219512195121951,0.573170731707317,0.524390243902439,0.47560975609756095,0.4268292682926829,0.36585365853658536,0.2926829268292683,0.2804878048780488,0.2682926829268293,0.2926829268292683,0.2682926829268293,0.2682926829268293,0.3048780487804878,0.32926829268292684,0.47560975609756095,0.5487804878048781,0.5487804878048781,0.5609756097560976,0.6341463414634146,0.6341463414634146,0.6341463414634146,0.6341463414634146,0.6341463414634146,0.6097560975609756,0.5365853658536586,0.524390243902439,0.45121951219512196,0.43902439024390244,0.4634146341463415,0.3780487804878049,0.2926829268292683,0.2926829268292683,0.23170731707317074,0.23170731707317074,0.21951219512195122,0.23170731707317074,0.23170731707317074,0.2682926829268293,0.2804878048780488,0.21951219512195122,0.1951219512195122,0.2073170731707317
Paul Millsap,78,2375,0.9512195121951219,0.9512195121951219,0.9512195121951219,0.9390243902439024,0.926829268292683,0.9024390243902439,0.7926829268292683,0.5609756097560976,0.4146341463414634,0.24390243902439024,0.0975609756097561,0.07317073170731707,0.21951219512195122,0.23170731707317074,0.2926829268292683,0.3902439024390244,0.4634146341463415,0.5975609756097561,0.6585365853658537,0.7926829268292683,0.8536585365853658,0.8780487804878049,0.8170731707317073,0.7682926829268293,0.9390243902439024,0.926829268292683,0.926829268292683,0.9146341463414634,0.8902439024390244,0.8536585365853658,0.7682926829268293,0.6463414634146342,0.43902439024390244,0.3048780487804878,0.1951219512195122,0.15853658536585366,0.23170731707317074,0.23170731707317074,0.2682926829268293,0.34146341463414637,0.4268292682926829,0.5,0.573170731707317,0.6463414634146342,0.6341463414634146,0.5853658536585366,0.5365853658536586,0.5
Al Jefferson,78,2578,0.9512195121951219,0.9512195121951219,0.9512195121951219,0.9512195121951219,0.9512195121951219,0.9390243902439024,0.926829268292683,0.9146341463414634,0.8292682926829268,0.7560975609756098,0.6097560975609756,0.3902439024390244,0.0,0.0,0.024390243902439025,0.04878048780487805,0.10975609756097561,0.2804878048780488,0.5,0.7317073170731707,0.8902439024390244,0.926829268292683,0.926829268292683,0.926829268292683,0.9512195121951219,0.9512195121951219,0.9512195121951219,0.9512195121951219,0.9512195121951219,0.926829268292683,0.8902439024390244,0.8658536585365854,0.8292682926829268,0.7926829268292683,0.6585365853658537,0.4146341463414634,0.17073170731707318,0.17073170731707318,0.14634146341463414,0.2073170731707317,0.3048780487804878,0.47560975609756095,0.573170731707317,0.6829268292682927,0.6707317073170732,0.6585365853658537,0.6097560975609756,0.524390243902439
Gordon Hayward,72,2104,0.32926829268292684,0.32926829268292684,0.32926829268292684,0.32926829268292684,0.32926829268292684,0.32926829268292684,0.32926829268292684,0.4268292682926829,0.5975609756097561,0.6585365853658537,0.6707317073170732,0.6463414634146342,0.6219512195121951,0.6097560975609756,0.6219512195121951,0.5975609756097561,0.5975609756097561,0.573170731707317,0.5853658536585366,0.5609756097560976,0.47560975609756095,0.45121951219512196,0.45121951219512196,0.4634146341463415,0.34146341463414637,0.34146341463414637,0.35365853658536583,0.36585365853658536,0.3780487804878049,0.4146341463414634,0.4878048780487805,0.5365853658536586,0.5853658536585366,0.6585365853658537,0.6341463414634146,0.6341463414634146,0.6463414634146342,0.6463414634146342,0.6829268292682927,0.6951219512195121,0.6463414634146342,0.6097560975609756,0.6463414634146342,0.6463414634146342,0.5853658536585366,0.573170731707317,0.5853658536585366,0.5609756097560976
Derrick Favors,77,1787,0.0975609756097561,0.08536585365853659,0.08536585365853659,0.0975609756097561,0.0975609756097561,0.0975609756097561,0.2073170731707317,0.45121951219512196,0.6463414634146342,0.7682926829268293,0.8536585365853658,0.8414634146341463,0.8658536585365854,0.8658536585365854,0.8170731707317073,0.7317073170731707,0.6585365853658537,0.5609756097560976,0.43902439024390244,0.3170731707317073,0.21951219512195122,0.14634146341463414,0.13414634146341464,0.18292682926829268,0.0975609756097561,0.10975609756097561,0.10975609756097561,0.12195121951219512,0.13414634146341464,0.14634146341463414,0.23170731707317074,0.3780487804878049,0.5609756097560976,0.6829268292682927,0.7682926829268293,0.8292682926829268,0.8414634146341463,0.8292682926829268,0.8048780487804879,0.7804878048780488,0.7439024390243902,0.6463414634146342,0.5365853658536586,0.4146341463414634,0.34146341463414637,0.32926829268292684,0.2926829268292683,0.2926829268292683
Jamaal Tinsley,66,1221,0.3902439024390244,0.3902439024390244,0.3902439024390244,0.3902439024390244,0.4024390243902439,0.3902439024390244,0.3780487804878049,0.3170731707317073,0.2926829268292683,0.25609756097560976,0.2682926829268293,0.3170731707317073,0.3902439024390244,0.3780487804878049,0.32926829268292684,0.2926829268292683,0.2682926829268293,0.2682926829268293,0.25609756097560976,0.24390243902439024,0.2926829268292683,0.3048780487804878,0.3170731707317073,0.32926829268292684,0.3902439024390244,0.3902439024390244,0.3902439024390244,0.3902439024390244,0.4024390243902439,0.3902439024390244,0.35365853658536583,0.3170731707317073,0.2804878048780488,0.2073170731707317,0.21951219512195122,0.23170731707317074,0.3048780487804878,0.2804878048780488,0.3048780487804878,0.2926829268292683,0.21951219512195122,0.1951219512195122,0.2073170731707317,0.1951219512195122,0.1951219512195122,0.18292682926829268,0.2073170731707317,0.21951219512195122
Alec Burks,64,1137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06097560975609756,0.14634146341463414,0.35365853658536583,0.4634146341463415,0.5853658536585366,0.5975609756097561,0.6097560975609756,0.5975609756097561,0.5975609756097561,0.524390243902439,0.4146341463414634,0.3170731707317073,0.1951219512195122,0.12195121951219512,0.10975609756097561,0.0975609756097561,0.0,0.0,0.0,0.0,0.0,0.036585365853658534,0.0975609756097561,0.14634146341463414,0.2073170731707317,0.3048780487804878,0.4024390243902439,0.4634146341463415,0.5609756097560976,0.5975609756097561,0.6097560975609756,0.573170731707317,0.573170731707317,0.524390243902439,0.4634146341463415,0.43902439024390244,0.4146341463414634,0.43902439024390244,0.4268292682926829,0.43902439024390244
DeMarre Carroll,66,1111,0.14634146341463414,0.14634146341463414,0.14634146341463414,0.14634146341463414,0.14634146341463414,0.14634146341463414,0.15853658536585366,0.15853658536585366,0.15853658536585366,0.13414634146341464,0.25609756097560976,0.4024390243902439,0.4878048780487805,0.4878048780487805,0.47560975609756095,0.4878048780487805,0.4878048780487805,0.47560975609756095,0.4146341463414634,0.3902439024390244,0.25609756097560976,0.17073170731707318,0.1951219512195122,0.18292682926829268,0.13414634146341464,0.13414634146341464,0.13414634146341464,0.13414634146341464,0.12195121951219512,0.10975609756097561,0.13414634146341464,0.12195121951219512,0.17073170731707318,0.18292682926829268,0.1951219512195122,0.3048780487804878,0.43902439024390244,0.4268292682926829,0.45121951219512196,0.4634146341463415,0.4634146341463415,0.45121951219512196,0.35365853658536583,0.2804878048780488,0.2926829268292683,0.35365853658536583,0.36585365853658536,0.36585365853658536
