Name,StartingPercentage,MPG,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
Eric Bledsoe,1.0,34.16129032258065,0.3780487804878049,0.3780487804878049,0.3780487804878049,0.3780487804878049,0.3780487804878049,0.3780487804878049,0.36585365853658536,0.34146341463414637,0.2804878048780488,0.1951219512195122,0.14634146341463414,0.12195121951219512,0.06097560975609756,0.07317073170731707,0.08536585365853659,0.14634146341463414,0.1951219512195122,0.25609756097560976,0.34146341463414637,0.34146341463414637,0.34146341463414637,0.32926829268292684,0.34146341463414637,0.34146341463414637,0.35365853658536583,0.35365853658536583,0.35365853658536583,0.34146341463414637,0.32926829268292684,0.2926829268292683,0.2804878048780488,0.24390243902439024,0.24390243902439024,0.23170731707317074,0.17073170731707318,0.14634146341463414,0.14634146341463414,0.14634146341463414,0.18292682926829268,0.24390243902439024,0.25609756097560976,0.2804878048780488,0.3048780487804878,0.3170731707317073,0.3048780487804878,0.3048780487804878,0.24390243902439024,0.24390243902439024
Brandon Knight,0.9615384615384616,35.96153846153846,0.6097560975609756,0.6097560975609756,0.6097560975609756,0.6097560975609756,0.6097560975609756,0.6097560975609756,0.5853658536585366,0.4634146341463415,0.3902439024390244,0.36585365853658536,0.3048780487804878,0.3048780487804878,0.23170731707317074,0.21951219512195122,0.24390243902439024,0.3170731707317073,0.35365853658536583,0.4146341463414634,0.4634146341463415,0.573170731707317,0.6219512195121951,0.6219512195121951,0.573170731707317,0.573170731707317,0.6097560975609756,0.6097560975609756,0.6219512195121951,0.6219512195121951,0.5975609756097561,0.573170731707317,0.573170731707317,0.4878048780487805,0.4024390243902439,0.3780487804878049,0.35365853658536583,0.34146341463414637,0.3048780487804878,0.3048780487804878,0.36585365853658536,0.4268292682926829,0.47560975609756095,0.5121951219512195,0.5121951219512195,0.5,0.4878048780487805,0.47560975609756095,0.45121951219512196,0.4268292682926829
P.J. Tucker,0.975609756097561,30.975609756097562,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.9146341463414634,0.8902439024390244,0.8170731707317073,0.7439024390243902,0.6707317073170732,0.5121951219512195,0.4146341463414634,0.3780487804878049,0.12195121951219512,0.12195121951219512,0.12195121951219512,0.2073170731707317,0.34146341463414637,0.4878048780487805,0.6829268292682927,0.7926829268292683,0.8414634146341463,0.9024390243902439,0.8902439024390244,0.8902439024390244,0.975609756097561,0.975609756097561,0.975609756097561,0.9512195121951219,0.9146341463414634,0.9024390243902439,0.8780487804878049,0.8048780487804879,0.6707317073170732,0.6097560975609756,0.5121951219512195,0.47560975609756095,0.2804878048780488,0.25609756097560976,0.3170731707317073,0.3902439024390244,0.4146341463414634,0.47560975609756095,0.5365853658536586,0.573170731707317,0.6463414634146342,0.6463414634146342,0.5975609756097561,0.6097560975609756
Kris Humphries,0.75,18.5,0.036585365853658534,0.036585365853658534,0.036585365853658534,0.036585365853658534,0.036585365853658534,0.024390243902439025,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.0,0.0,0.012195121951219513,0.012195121951219513,0.024390243902439025,0.036585365853658534,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513
Tyson Chandler,0.9090909090909091,24.515151515151516,0.7317073170731707,0.7439024390243902,0.7439024390243902,0.7439024390243902,0.7073170731707317,0.6951219512195121,0.5853658536585366,0.45121951219512196,0.4024390243902439,0.2073170731707317,0.14634146341463414,0.14634146341463414,0.0975609756097561,0.10975609756097561,0.18292682926829268,0.24390243902439024,0.36585365853658536,0.43902439024390244,0.4878048780487805,0.5,0.5609756097560976,0.6097560975609756,0.5853658536585366,0.5487804878048781,0.7073170731707317,0.7073170731707317,0.6951219512195121,0.6829268292682927,0.6341463414634146,0.5609756097560976,0.4634146341463415,0.4146341463414634,0.2804878048780488,0.23170731707317074,0.14634146341463414,0.10975609756097561,0.12195121951219512,0.13414634146341464,0.13414634146341464,0.1951219512195122,0.23170731707317074,0.2926829268292683,0.34146341463414637,0.36585365853658536,0.3780487804878049,0.36585365853658536,0.32926829268292684,0.24390243902439024
Devin Booker,0.6710526315789473,27.736842105263158,0.6219512195121951,0.6219512195121951,0.6097560975609756,0.5975609756097561,0.5975609756097561,0.573170731707317,0.5609756097560976,0.6097560975609756,0.573170731707317,0.5121951219512195,0.4634146341463415,0.47560975609756095,0.45121951219512196,0.4024390243902439,0.4146341463414634,0.45121951219512196,0.5365853658536586,0.524390243902439,0.5487804878048781,0.4878048780487805,0.5121951219512195,0.5365853658536586,0.5609756097560976,0.5365853658536586,0.6341463414634146,0.6341463414634146,0.6219512195121951,0.6097560975609756,0.5853658536585366,0.573170731707317,0.5609756097560976,0.5121951219512195,0.524390243902439,0.524390243902439,0.573170731707317,0.5853658536585366,0.47560975609756095,0.5,0.4878048780487805,0.5365853658536586,0.5365853658536586,0.5121951219512195,0.47560975609756095,0.4634146341463415,0.4878048780487805,0.5365853658536586,0.5609756097560976,0.5609756097560976
Markieff Morris,0.6486486486486487,24.783783783783782,0.2926829268292683,0.2926829268292683,0.2926829268292683,0.2926829268292683,0.3048780487804878,0.3170731707317073,0.3048780487804878,0.3170731707317073,0.34146341463414637,0.32926829268292684,0.25609756097560976,0.23170731707317074,0.17073170731707318,0.14634146341463414,0.12195121951219512,0.13414634146341464,0.14634146341463414,0.1951219512195122,0.17073170731707318,0.18292682926829268,0.2073170731707317,0.25609756097560976,0.2682926829268293,0.24390243902439024,0.2804878048780488,0.2682926829268293,0.2804878048780488,0.2926829268292683,0.25609756097560976,0.2804878048780488,0.2926829268292683,0.2682926829268293,0.21951219512195122,0.23170731707317074,0.18292682926829268,0.18292682926829268,0.13414634146341464,0.15853658536585366,0.13414634146341464,0.12195121951219512,0.18292682926829268,0.1951219512195122,0.1951219512195122,0.25609756097560976,0.25609756097560976,0.24390243902439024,0.21951219512195122,0.1951219512195122
Orlando Johnson,0.0,23.5,0.0,0.0,0.0,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.0,0.0,0.0,0.012195121951219513,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.012195121951219513,0.012195121951219513,0.0,0.0,0.0
Alex Len,0.5897435897435898,23.346153846153847,0.5609756097560976,0.5487804878048781,0.5487804878048781,0.524390243902439,0.5365853658536586,0.5365853658536586,0.573170731707317,0.573170731707317,0.5487804878048781,0.5487804878048781,0.524390243902439,0.47560975609756095,0.4634146341463415,0.4634146341463415,0.45121951219512196,0.4146341463414634,0.34146341463414637,0.32926829268292684,0.3780487804878049,0.4268292682926829,0.4634146341463415,0.4634146341463415,0.4878048780487805,0.45121951219512196,0.524390243902439,0.5121951219512195,0.5121951219512195,0.4878048780487805,0.47560975609756095,0.47560975609756095,0.4634146341463415,0.47560975609756095,0.4878048780487805,0.4146341463414634,0.4146341463414634,0.4024390243902439,0.4268292682926829,0.4634146341463415,0.47560975609756095,0.43902439024390244,0.43902439024390244,0.4146341463414634,0.45121951219512196,0.4146341463414634,0.4146341463414634,0.3780487804878049,0.3780487804878049,0.35365853658536583
T.J. Warren,0.0851063829787234,22.76595744680851,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.10975609756097561,0.10975609756097561,0.17073170731707318,0.24390243902439024,0.3048780487804878,0.4146341463414634,0.4878048780487805,0.5121951219512195,0.524390243902439,0.524390243902439,0.5,0.45121951219512196,0.3902439024390244,0.36585365853658536,0.3048780487804878,0.21951219512195122,0.15853658536585366,0.14634146341463414,0.17073170731707318,0.15853658536585366,0.04878048780487805,0.06097560975609756,0.07317073170731707,0.0975609756097561,0.15853658536585366,0.2073170731707317,0.21951219512195122,0.2682926829268293,0.36585365853658536,0.3902439024390244,0.4268292682926829,0.45121951219512196,0.4878048780487805,0.4878048780487805,0.45121951219512196,0.4146341463414634,0.34146341463414637,0.2926829268292683,0.2804878048780488,0.25609756097560976,0.1951219512195122,0.1951219512195122,0.18292682926829268,0.17073170731707318
